Xaxis,499,-7,0,101,923,1500
Zaxis,492,-30,0,112,199,1500
Gdata,477,20,252,221,2912,400
Attit,491,0,-1,-87,0,1500
Yaxis,501,16,0,103,1163,1500
Xaxis,499,-7,0,101,922,1500
Zaxis,495,-30,0,112,199,1500
Gdata,488,20,-13,281,2912,400
Attit,479,0,-1,-87,0,1500
Yaxis,502,15,-8,99,1158,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,494,-30,0,112,199,1500
Gdata,490,20,-41,414,2912,400
Attit,485,0,0,-87,0,1500
Yaxis,484,15,-8,99,1155,1500
Xaxis,497,-7,0,101,923,1500
Zaxis,497,-30,0,112,199,1500
Gdata,491,20,211,203,2912,400
Attit,494,0,0,-87,0,1500
Yaxis,503,15,0,103,1155,1500
Xaxis,478,-7,0,101,923,1500
Zaxis,502,-30,0,112,199,1500
Gdata,493,20,222,213,2912,400
Attit,497,0,0,-87,0,1500
Yaxis,503,15,0,103,1153,1500
Xaxis,491,-7,0,101,924,1500
Zaxis,484,-30,0,112,199,1500
Gdata,493,20,237,209,2912,400
Attit,493,-1,0,-87,0,1500
Yaxis,499,15,0,103,1152,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,498,-30,0,112,199,1500
Gdata,477,20,252,199,2912,400
Attit,491,-1,0,-87,0,1500
Yaxis,501,15,0,103,1152,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,501,-30,0,112,199,1500
Gdata,491,20,-13,467,2912,400
Attit,473,-1,0,-87,0,1500
Yaxis,502,15,0,103,1152,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,502,-30,0,112,199,1500
Gdata,493,20,-41,495,2912,400
Attit,486,-1,-1,-87,0,1500
Yaxis,485,15,0,103,1153,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,500,-30,0,112,199,1500
Gdata,494,20,211,243,2912,400
Attit,489,-1,-1,-87,0,1500
Yaxis,495,15,0,103,1154,1500
Xaxis,476,-7,0,101,923,1500
Zaxis,501,-30,0,112,199,1500
Gdata,494,20,222,232,2912,400
Attit,490,0,0,-87,0,1500
Yaxis,511,15,0,103,1153,1500
Xaxis,491,-7,0,101,924,1500
Zaxis,482,-30,0,112,199,1500
Gdata,496,20,236,218,2912,400
Attit,488,-1,0,-87,0,1500
Yaxis,506,15,0,103,1151,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,496,-30,0,112,199,1500
Gdata,479,20,252,202,2912,400
Attit,490,-1,0,-87,0,1500
Yaxis,505,15,0,103,1152,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,495,-30,0,112,199,1500
Gdata,495,20,-13,469,2912,400
Attit,474,0,0,-87,0,1500
Yaxis,504,15,0,103,1152,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,495,-30,0,112,199,1500
Gdata,498,20,-41,496,2912,400
Attit,486,0,-1,-87,0,1500
Yaxis,484,15,0,103,1153,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,497,-30,0,112,199,1500
Gdata,500,20,211,243,2912,400
Attit,489,-1,-1,-87,0,1500
Yaxis,494,15,0,103,1154,1500
Xaxis,478,-7,0,101,923,1500
Zaxis,495,-30,0,112,199,1500
Gdata,498,20,222,232,2912,400
Attit,490,-1,0,-87,0,1500
Yaxis,501,15,0,103,1153,1500
Xaxis,489,-7,0,101,924,1500
Zaxis,479,-30,0,112,199,1500
Gdata,500,20,236,218,2912,400
Attit,491,-1,0,-87,0,1500
Yaxis,500,15,0,103,1152,1500
Xaxis,499,-7,0,101,923,1500
Zaxis,493,-30,0,112,199,1500
Gdata,481,20,252,202,2912,400
Attit,492,-1,0,-87,0,1500
Yaxis,500,15,0,103,1152,1500
Xaxis,499,-7,0,101,922,1500
Zaxis,495,-30,0,112,199,1500
Gdata,495,20,-13,468,2913,400
Attit,477,-1,-1,-87,0,1500
Yaxis,498,15,0,103,1153,1500
Xaxis,499,-7,0,101,922,1500
Zaxis,495,-30,0,112,199,1500
Gdata,495,20,-41,496,2912,400
Attit,493,-2,-1,-87,0,1500
Yaxis,482,15,0,103,1153,1500
Xaxis,495,-7,0,101,923,1500
Zaxis,493,-30,0,112,199,1500
Gdata,491,20,211,243,2912,400
Attit,495,-1,0,-87,0,1500
Yaxis,497,15,0,103,1154,1500
Xaxis,474,-7,0,101,923,1500
Zaxis,492,-30,0,112,200,1500
Gdata,492,20,223,231,2912,400
Attit,497,0,0,-87,0,1500
Yaxis,502,15,0,103,1153,1500
Xaxis,488,-7,0,101,924,1500
Zaxis,480,-29,8,109,200,1500
Gdata,492,20,236,218,2878,400
Attit,495,0,0,-87,0,1500
Yaxis,502,15,0,103,1152,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,491,-29,0,112,200,1500
Gdata,476,20,252,202,2878,400
Attit,495,0,0,-87,0,1500
Yaxis,505,15,0,103,1152,1500
Xaxis,494,-7,0,101,922,1500
Zaxis,501,-29,0,112,200,1500
Gdata,492,20,-14,468,2879,400
Attit,479,0,0,-87,0,1500
Yaxis,506,15,0,103,1153,1500
Xaxis,494,-7,0,101,922,1500
Zaxis,500,-29,0,112,200,1500
Gdata,493,20,-41,496,2878,400
Attit,492,-1,0,-87,0,1500
Yaxis,485,15,0,103,1153,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,502,-29,0,112,200,1500
Gdata,493,20,211,243,2878,400
Attit,491,0,0,-87,0,1500
Yaxis,505,15,0,103,1154,1500
Xaxis,478,-7,0,101,923,1500
Zaxis,501,-29,0,112,200,1500
Gdata,494,20,223,231,2878,400
Attit,491,0,0,-87,0,1500
Yaxis,508,15,0,103,1153,1500
Xaxis,491,-7,0,101,924,1500
Zaxis,483,-29,0,112,200,1500
Gdata,493,20,237,217,2878,400
Attit,489,-2,0,-87,0,1500
Yaxis,506,15,0,103,1152,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,492,-29,0,112,200,1500
Gdata,477,20,252,202,2878,400
Attit,489,-1,0,-87,0,1500
Yaxis,507,15,0,103,1152,1500
Xaxis,492,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,492,20,-13,468,2878,400
Attit,472,0,0,-87,0,1500
Yaxis,510,15,0,103,1153,1500
Xaxis,492,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,493,20,-41,496,2878,400
Attit,488,-1,0,-87,0,1500
Yaxis,488,15,0,103,1153,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,498,20,211,243,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,507,15,0,103,1154,1500
Xaxis,477,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,499,20,223,231,2878,400
Attit,491,0,0,-87,0,1500
Yaxis,509,15,0,103,1153,1500
Xaxis,489,-7,0,101,924,1500
Zaxis,479,-29,0,112,200,1500
Gdata,499,20,237,217,2878,400
Attit,491,-1,0,-87,0,1500
Yaxis,506,15,0,103,1152,1500
Xaxis,495,-7,0,101,923,1500
Zaxis,491,-29,0,112,200,1500
Gdata,481,20,252,23,2878,400
Attit,490,-1,0,-87,0,1500
Yaxis,500,14,-8,99,1146,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,493,-29,0,112,200,1500
Gdata,486,20,-13,377,2878,400
Attit,472,-1,0,-87,0,1500
Yaxis,498,14,-8,99,1144,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,494,-29,0,112,200,1500
Gdata,491,20,-40,440,2878,400
Attit,486,0,0,-87,0,1500
Yaxis,485,14,0,102,1143,1500
Xaxis,499,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,493,20,211,208,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,501,14,0,102,1144,1500
Xaxis,483,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,492,20,223,205,2878,400
Attit,494,0,0,-87,0,1500
Yaxis,502,14,0,102,1142,1500
Xaxis,496,-7,0,101,924,1500
Zaxis,478,-29,0,112,200,1500
Gdata,493,20,236,195,2878,400
Attit,497,0,0,-87,0,1500
Yaxis,503,14,0,102,1141,1500
Xaxis,499,-7,0,101,923,1500
Zaxis,491,-29,0,112,200,1500
Gdata,477,20,252,181,2878,400
Attit,495,0,1,-87,0,1500
Yaxis,502,14,0,102,1142,1500
Xaxis,498,-7,0,101,922,1500
Zaxis,498,-29,0,112,200,1500
Gdata,490,20,-13,448,2878,400
Attit,478,0,0,-87,0,1500
Yaxis,504,14,0,102,1142,1500
Xaxis,494,-7,0,101,922,1500
Zaxis,500,-29,0,112,200,1500
Gdata,493,20,-41,476,2878,400
Attit,484,1,0,-87,0,1500
Yaxis,483,14,0,102,1143,1500
Xaxis,491,-7,0,101,923,1500
Zaxis,498,-29,-8,115,199,1500
Gdata,487,20,211,223,2904,400
Attit,487,1,0,-87,0,1500
Yaxis,500,14,0,102,1144,1500
Xaxis,477,-7,0,101,923,1500
Zaxis,501,-29,0,112,199,1500
Gdata,492,20,222,212,2904,400
Attit,489,-1,0,-87,0,1500
Yaxis,498,14,0,102,1143,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,485,-30,0,112,199,1500
Gdata,493,20,236,198,2912,400
Attit,490,-1,0,-87,0,1500
Yaxis,505,14,0,102,1141,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,499,-30,0,112,199,1500
Gdata,477,20,252,182,2912,400
Attit,491,-1,-1,-87,0,1500
Yaxis,505,14,0,102,1142,1500
Xaxis,494,-7,0,101,922,1500
Zaxis,501,-30,0,112,199,1500
Gdata,491,20,-14,656,2912,400
Attit,475,-1,0,-87,0,1500
Yaxis,507,14,0,102,1148,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,500,-30,0,112,199,1500
Gdata,495,20,-41,570,2912,400
Attit,485,0,0,-87,0,1500
Yaxis,490,14,8,106,1151,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,493,-30,0,112,199,1500
Gdata,498,20,211,276,2912,400
Attit,488,0,0,-87,0,1500
Yaxis,497,14,8,106,1153,1500
Xaxis,476,-7,0,101,923,1500
Zaxis,493,-30,0,112,199,1500
Gdata,498,20,222,249,2912,400
Attit,489,0,0,-87,0,1500
Yaxis,503,15,0,103,1153,1500
Xaxis,495,-7,0,101,924,1500
Zaxis,479,-30,0,112,199,1500
Gdata,499,20,236,225,2912,400
Attit,490,-1,0,-87,0,1500
Yaxis,502,15,0,103,1152,1500
Xaxis,494,-7,0,101,923,1500
Zaxis,492,-30,0,112,199,1500
Gdata,481,20,252,204,2912,400
Attit,490,0,0,-87,0,1500
Yaxis,503,15,0,103,1153,1500
Xaxis,494,-7,0,101,922,1500
Zaxis,494,-30,0,112,199,1500
Gdata,496,20,-13,469,2912,400
Attit,474,0,0,-87,0,1500
Yaxis,503,15,0,103,1153,1500
Xaxis,498,-7,0,101,922,1500
Zaxis,496,-30,0,112,199,1500
Gdata,499,20,-41,496,2912,400
Attit,486,0,0,-87,0,1500
Yaxis,487,15,0,103,1154,1500
Xaxis,499,-7,0,101,923,1500
Zaxis,496,-30,0,112,199,1500
Gdata,500,20,211,242,2912,400
Attit,491,0,0,-87,0,1500
Yaxis,499,15,0,103,1154,1500
Xaxis,482,-7,0,101,923,1500
Zaxis,494,-30,0,112,199,1500
Gdata,498,20,223,230,2912,400
Attit,491,0,0,-87,0,1500
Yaxis,503,15,0,103,1153,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,478,-30,0,112,199,1500
Gdata,493,20,236,216,2912,400
Attit,495,0,0,-87,0,1500
Yaxis,502,15,0,103,1152,1500
Xaxis,500,-7,0,101,923,1500
Zaxis,499,-30,0,112,199,1500
Gdata,477,20,252,201,2912,400
Attit,496,-1,0,-87,0,1500
Yaxis,500,15,0,103,1152,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,495,-30,0,112,199,1500
Gdata,490,20,-14,468,2913,400
Attit,480,-1,0,-87,0,1500
Yaxis,501,15,0,103,1153,1500
Xaxis,494,-7,0,101,922,1500
Zaxis,497,-30,0,112,199,1500
Gdata,493,20,-41,495,2912,400
Attit,493,0,0,-87,0,1500
Yaxis,486,15,0,103,1154,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,495,-30,0,112,199,1500
Gdata,492,20,211,242,2912,400
Attit,497,0,0,-87,0,1500
Yaxis,499,15,0,103,1154,1500
Xaxis,477,-7,0,101,923,1500
Zaxis,496,-30,0,112,199,1500
Gdata,493,20,223,230,2912,400
Attit,496,0,0,-87,0,1500
Yaxis,503,15,0,103,1152,1500
Xaxis,488,-7,0,101,924,1500
Zaxis,483,-30,0,112,199,1500
Gdata,492,20,236,62,2912,400
Attit,498,0,0,-87,0,1500
Yaxis,504,14,-8,99,1145,1500
Xaxis,490,-7,0,101,923,1500
Zaxis,491,-30,0,112,199,1500
Gdata,476,20,252,296,2912,400
Attit,491,0,0,-87,0,1500
Yaxis,504,14,-8,99,1149,1500
Xaxis,490,-7,0,101,922,1500
Zaxis,499,-30,0,112,199,1500
Gdata,494,20,-13,500,2912,400
Attit,472,0,0,-87,0,1500
Yaxis,506,14,8,106,1152,1500
Xaxis,487,-7,0,101,922,1500
Zaxis,496,-30,0,112,200,1500
Gdata,489,20,-40,511,2913,400
Attit,483,0,1,-87,0,1500
Yaxis,486,14,8,106,1153,1500
Xaxis,490,-7,0,101,923,1500
Zaxis,492,-29,8,109,200,1500
Gdata,490,20,211,252,2878,400
Attit,488,0,1,-87,0,1500
Yaxis,505,15,0,103,1154,1500
Xaxis,476,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,494,20,222,236,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,509,15,0,103,1153,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,478,-29,0,112,200,1500
Gdata,498,20,237,219,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,509,15,0,103,1152,1500
Xaxis,494,-7,0,101,923,1500
Zaxis,492,-29,0,112,200,1500
Gdata,483,20,252,202,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,509,15,0,103,1152,1500
Xaxis,495,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,490,20,-13,468,2878,400
Attit,474,0,0,-87,0,1500
Yaxis,505,15,0,103,1153,1500
Xaxis,498,-7,0,101,922,1500
Zaxis,494,-29,0,112,200,1500
Gdata,499,20,-41,495,2878,400
Attit,492,1,0,-87,0,1500
Yaxis,486,15,0,103,1153,1500
Xaxis,497,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,498,20,211,242,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,500,15,0,103,1154,1500
Xaxis,482,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,496,20,223,231,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,504,15,0,103,1153,1500
Xaxis,495,-7,0,101,924,1500
Zaxis,480,-29,0,112,200,1500
Gdata,492,20,236,217,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,503,15,0,103,1152,1500
Xaxis,499,-7,0,101,923,1500
Zaxis,492,-29,0,112,200,1500
Gdata,477,20,252,201,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,502,15,0,103,1152,1500
Xaxis,500,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,490,20,-13,468,2878,400
Attit,476,0,0,-87,0,1500
Yaxis,502,15,0,103,1153,1500
Xaxis,500,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,492,20,-41,495,2878,400
Attit,486,0,2,-87,0,1500
Yaxis,486,15,0,103,1153,1500
Xaxis,499,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,493,20,211,242,3229,400
