Gdata,491,20,222,230,2827,400
Attit,494,-1,0,-87,0,1500
Yaxis,497,15,0,103,1153,1500
Xaxis,494,-7,0,101,924,1500
Zaxis,478,-29,0,112,200,1500
Gdata,491,20,236,216,2827,400
Attit,494,-2,0,-87,0,1500
Yaxis,498,15,0,103,1152,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,474,20,252,201,2827,400
Attit,488,-1,0,-87,0,1500
Yaxis,498,15,0,103,1153,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,501,-29,0,112,200,1500
Gdata,487,20,-13,467,2827,400
Attit,471,0,0,-87,0,1500
Yaxis,500,15,0,103,1153,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,499,-29,0,112,200,1500
Gdata,493,20,-40,494,2827,400
Attit,487,-1,0,-87,0,1500
Yaxis,488,15,0,103,1154,1500
Xaxis,490,-7,0,101,923,1500
Zaxis,499,-29,0,112,200,1500
Gdata,491,20,211,242,2827,400
Attit,487,-1,0,-87,0,1500
Yaxis,496,15,0,103,1154,1500
Xaxis,477,-7,0,101,923,1500
Zaxis,500,-29,0,112,200,1500
Gdata,497,20,222,231,2827,400
Attit,490,-1,0,-87,0,1500
Yaxis,505,15,0,103,1153,1500
Xaxis,493,-7,0,101,924,1500
Zaxis,476,-29,0,112,200,1500
Gdata,496,20,236,217,2827,400
Attit,489,-1,0,-87,0,1500
Yaxis,503,15,0,103,1152,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,492,-29,0,112,200,1500
Gdata,482,20,252,201,2827,400
Attit,492,0,-1,-87,0,1500
Yaxis,501,15,0,103,1152,1500
Xaxis,492,-7,0,101,922,1500
Zaxis,493,-29,0,112,200,1500
Gdata,495,20,-13,467,2827,400
Attit,472,0,-1,-87,0,1500
Yaxis,499,15,0,103,1153,1500
Xaxis,491,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,499,20,-41,252,2827,400
Attit,485,0,0,-87,0,1500
Yaxis,485,14,-8,99,1149,1500
Xaxis,497,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,496,20,211,125,2827,400
Attit,488,0,0,-87,0,1500
Yaxis,497,14,-8,99,1146,1500
Xaxis,479,-7,0,101,923,1500
Zaxis,493,-29,0,112,200,1500
Gdata,494,20,223,164,2827,400
Attit,488,0,0,-87,0,1500
Yaxis,501,14,0,102,1145,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,479,-29,0,112,200,1500
Gdata,494,20,236,326,2827,400
Attit,496,-1,0,-87,0,1500
Yaxis,502,14,0,102,1148,1500
Xaxis,498,-7,0,101,923,1500
Zaxis,500,-29,0,112,200,1500
Gdata,477,20,252,62,2827,400
Attit,499,0,0,-87,0,1500
Yaxis,502,14,0,102,1145,1500
Xaxis,496,-7,0,101,922,1500
Zaxis,493,-29,0,112,200,1500
Gdata,486,20,-14,395,2827,400
Attit,477,0,-1,-87,0,1500
Yaxis,500,14,0,102,1144,1500
Xaxis,491,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,495,20,-40,451,2827,400
Attit,491,0,-1,-87,0,1500
Yaxis,483,14,0,102,1143,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,493,20,211,213,2827,400
Attit,496,0,0,-87,0,1500
Yaxis,498,14,0,102,1144,1500
Xaxis,477,-7,0,101,923,1500
Zaxis,501,-29,0,112,200,1500
Gdata,494,20,223,207,2827,400
Attit,495,0,0,-87,0,1500
Yaxis,503,14,0,102,1144,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,484,-29,0,112,200,1500
Gdata,494,20,237,346,2827,400
Attit,495,0,-1,-87,0,1500
Yaxis,502,14,0,102,1148,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,488,-29,0,112,200,1500
Gdata,473,20,252,254,2827,400
Attit,485,0,-1,-87,0,1500
Yaxis,501,14,8,106,1151,1500
Xaxis,490,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,495,20,-12,492,2827,400
Attit,471,0,-1,-87,0,1500
Yaxis,505,15,8,106,1152,1500
Xaxis,492,-7,0,101,922,1500
Zaxis,496,-29,-8,115,200,1500
Gdata,489,20,-41,508,2844,400
Attit,485,0,-1,-87,0,1500
Yaxis,491,15,0,103,1153,1500
Xaxis,494,-7,0,101,923,1500
Zaxis,494,-29,0,112,200,1500
Gdata,493,20,211,248,2844,400
Attit,488,0,-1,-87,0,1500
Yaxis,504,15,0,103,1154,1500
Xaxis,477,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,498,20,222,233,2844,400
Attit,490,0,0,-87,0,1500
Yaxis,509,15,0,103,1153,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,479,-29,0,112,200,1500
Gdata,499,20,237,217,2844,400
Attit,490,-1,0,-87,0,1500
Yaxis,508,15,0,103,1152,1500
Xaxis,494,-7,0,101,923,1500
Zaxis,492,-29,0,112,200,1500
Gdata,481,20,252,23,2844,400
Attit,490,-2,0,-87,0,1500
Yaxis,499,14,-8,99,1146,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,493,-29,0,112,200,1500
Gdata,487,20,-13,376,2844,400
Attit,472,0,0,-87,0,1500
Yaxis,500,14,-8,99,1144,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,491,-29,0,112,200,1500
Gdata,489,20,-40,439,2844,400
Attit,486,0,0,-87,0,1500
Yaxis,483,14,0,102,1144,1500
Xaxis,498,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,493,20,211,207,2853,400
Attit,491,0,0,-87,0,1500
Yaxis,499,14,0,102,1144,1500
Xaxis,481,-7,0,101,923,1500
Zaxis,494,-29,0,112,200,1500
Gdata,493,20,223,204,2878,400
Attit,496,0,-1,-87,0,1500
Yaxis,500,14,0,102,1144,1500
Xaxis,498,-7,0,101,924,1500
Zaxis,478,-29,0,112,200,1500
Gdata,493,20,236,345,2878,400
Attit,496,-1,-1,-87,0,1500
Yaxis,497,14,0,102,1148,1500
Xaxis,499,-7,0,101,923,1500
Zaxis,490,-29,0,112,200,1500
Gdata,474,20,252,254,2878,400
Attit,495,0,-1,-87,0,1500
Yaxis,498,14,8,106,1151,1500
Xaxis,491,-7,0,101,922,1500
Zaxis,497,-29,0,112,200,1500
Gdata,486,20,-13,493,2878,400
Attit,471,0,-1,-87,0,1500
Yaxis,498,15,8,106,1152,1500
Xaxis,491,-7,0,101,922,1500
Zaxis,500,-29,0,112,200,1500
Gdata,493,20,-40,508,2878,400
Attit,487,0,-1,-87,0,1500
Yaxis,483,15,0,103,1153,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,503,-29,0,112,200,1500
Gdata,495,20,211,248,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,499,15,0,103,1154,1500
Xaxis,477,-7,0,101,923,1500
Zaxis,501,-29,0,112,200,1500
Gdata,493,20,223,233,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,505,15,0,103,1153,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,485,-29,0,112,200,1500
Gdata,494,20,236,218,2878,400
Attit,489,0,-1,-87,0,1500
Yaxis,508,15,0,103,1152,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,499,-29,0,112,200,1500
Gdata,478,20,252,201,2878,400
Attit,492,-1,-1,-87,0,1500
Yaxis,504,15,0,103,1152,1500
Xaxis,492,-7,0,101,922,1500
Zaxis,500,-29,0,112,200,1500
Gdata,492,20,-14,468,2878,400
Attit,473,-1,0,-87,0,1500
Yaxis,505,15,0,103,1153,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,497,-29,0,112,200,1500
Gdata,498,20,-41,495,2878,400
Attit,486,0,0,-87,0,1500
Yaxis,487,15,0,103,1154,1500
Xaxis,494,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,499,20,211,242,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,498,15,0,103,1154,1500
Xaxis,475,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,499,20,223,231,2878,400
Attit,489,-1,0,-87,0,1500
Yaxis,500,15,0,103,1153,1500
Xaxis,491,-7,0,101,924,1500
Zaxis,478,-29,0,112,200,1500
Gdata,499,20,236,217,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,502,15,0,103,1152,1500
Xaxis,494,-7,0,101,923,1500
Zaxis,493,-29,0,112,200,1500
Gdata,482,20,252,201,2878,400
Attit,489,0,-1,-87,0,1500
Yaxis,500,15,0,103,1152,1500
Xaxis,499,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,496,20,-13,468,2878,400
Attit,475,0,0,-87,0,1500
Yaxis,502,15,0,103,1153,1500
Xaxis,499,-7,0,101,922,1500
Zaxis,494,-29,0,112,200,1500
Gdata,499,20,-41,495,2878,400
Attit,488,0,0,-87,0,1500
Yaxis,486,15,0,103,1153,1500
Xaxis,500,-7,0,101,923,1500
Zaxis,494,-29,0,112,200,1500
Gdata,496,20,211,242,2878,400
Attit,494,0,0,-87,0,1500
Yaxis,500,15,0,103,1151,1500
Xaxis,481,-7,0,101,923,1500
Zaxis,493,-29,0,112,200,1500
Gdata,490,20,223,97,2878,400
Attit,496,0,-1,-87,0,1500
Yaxis,498,14,-8,99,1146,1500
Xaxis,487,-7,0,101,924,1500
Zaxis,477,-29,-8,115,200,1500
Gdata,485,20,236,144,2887,400
Attit,492,0,0,-87,0,1500
Yaxis,500,14,-8,99,1143,1500
Xaxis,490,-7,0,101,923,1500
Zaxis,489,-29,0,112,199,1500
Gdata,474,20,252,157,2887,400
Attit,495,0,0,-87,0,1500
Yaxis,502,14,0,102,1142,1500
Xaxis,492,-7,0,101,922,1500
Zaxis,500,-30,0,112,199,1500
Gdata,491,20,-13,437,2912,400
Attit,478,-1,0,-87,0,1500
Yaxis,502,14,0,102,1142,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,501,-30,0,112,199,1500
Gdata,493,20,-41,471,2912,400
Attit,490,-1,0,-87,0,1500
Yaxis,485,14,0,102,1143,1500
Xaxis,494,-7,0,101,923,1500
Zaxis,502,-30,0,112,199,1500
Gdata,492,20,211,221,2912,400
Attit,492,-1,0,-87,0,1500
Yaxis,502,14,0,102,1144,1500
Xaxis,476,-7,0,101,923,1500
Zaxis,499,-30,0,112,199,1500
Gdata,493,20,223,211,2912,400
Attit,491,0,0,-87,0,1500
Yaxis,510,14,0,102,1142,1500
Xaxis,491,-7,0,101,924,1500
Zaxis,480,-30,0,112,199,1500
Gdata,493,20,236,197,2912,400
Attit,490,-1,0,-87,0,1500
Yaxis,506,14,0,102,1141,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,491,-30,0,112,199,1500
Gdata,477,20,252,182,2912,400
Attit,490,-1,0,-87,0,1500
Yaxis,506,14,0,102,1142,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,495,-30,0,112,199,1500
Gdata,490,20,-13,448,2912,400
Attit,473,-2,0,-87,0,1500
Yaxis,507,14,0,102,1142,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,496,-30,0,112,199,1500
Gdata,495,20,-41,476,2912,400
Attit,485,-1,-1,-87,0,1500
Yaxis,486,14,0,102,1143,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,495,-30,0,112,199,1500
Gdata,498,20,211,223,2912,400
Attit,489,-1,-1,-87,0,1500
Yaxis,502,14,0,102,1144,1500
Xaxis,478,-7,0,101,923,1500
Zaxis,495,-30,0,112,199,1500
Gdata,499,20,223,211,2912,400
Attit,489,-1,-1,-87,0,1500
Yaxis,502,14,0,102,1144,1500
Xaxis,493,-7,0,101,924,1500
Zaxis,479,-30,0,112,199,1500
Gdata,500,20,236,348,2912,400
Attit,489,0,-1,-87,0,1500
Yaxis,503,14,0,102,1148,1500
Xaxis,498,-7,0,101,923,1500
Zaxis,489,-30,0,112,199,1500
Gdata,475,20,252,255,2912,400
Attit,486,0,-1,-87,0,1500
Yaxis,498,14,8,106,1151,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,492,-30,0,112,199,1500
Gdata,487,20,-12,493,2912,400
Attit,473,0,-1,-87,0,1500
Yaxis,498,15,8,106,1152,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,495,-30,0,112,199,1500
Gdata,492,20,-40,508,2912,400
Attit,487,0,-1,-87,0,1500
Yaxis,484,15,0,103,1153,1500
Xaxis,500,-7,0,101,923,1500
Zaxis,496,-30,0,112,199,1500
Gdata,492,20,211,248,2912,400
Attit,496,0,-1,-87,0,1500
Yaxis,499,15,0,103,1154,1500
Xaxis,481,-7,0,101,923,1500
Zaxis,497,-30,0,112,199,1500
Gdata,492,20,223,233,2912,400
Attit,497,0,-1,-87,0,1500
Yaxis,502,15,0,103,1153,1500
Xaxis,495,-7,0,101,924,1500
Zaxis,482,-30,0,112,199,1500
Gdata,493,20,236,217,2912,400
Attit,496,-1,0,-87,0,1500
Yaxis,499,15,0,103,1152,1500
Xaxis,497,-7,0,101,923,1500
Zaxis,498,-30,0,112,199,1500
Gdata,476,20,252,201,2912,400
Attit,495,0,0,-87,0,1500
Yaxis,504,15,0,103,1153,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,501,-30,0,112,199,1500
Gdata,488,20,-14,468,2912,400
Attit,473,0,0,-87,0,1500
Yaxis,503,15,0,103,1153,1500
Xaxis,492,-7,0,101,922,1500
Zaxis,502,-30,0,112,199,1500
Gdata,492,20,-40,494,2912,400
Attit,487,0,0,-87,0,1500
Yaxis,488,15,0,103,1154,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,501,-30,0,112,199,1500
Gdata,493,20,211,242,2912,400
Attit,490,0,0,-87,0,1500
Yaxis,499,15,0,103,1154,1500
Xaxis,476,-7,0,101,923,1500
Zaxis,501,-30,0,112,199,1500
Gdata,492,20,223,230,2912,400
Attit,487,0,0,-87,0,1500
Yaxis,502,15,0,103,1153,1500
Xaxis,488,-7,0,101,924,1500
Zaxis,483,-30,0,112,200,1500
Gdata,492,20,236,217,2912,400
Attit,488,0,0,-87,0,1500
Yaxis,508,15,0,103,1152,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,497,-30,0,112,200,1500
Gdata,478,20,252,201,2912,400
Attit,490,0,0,-87,0,1500
Yaxis,508,15,0,103,1152,1500
Xaxis,492,-7,0,101,922,1500
Zaxis,499,-29,8,109,200,1500
Gdata,491,20,-14,468,2878,400
Attit,473,0,0,-87,0,1500
Yaxis,505,15,0,103,1153,1500
Xaxis,493,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,500,20,-41,495,2878,400
Attit,486,0,0,-87,0,1500
Yaxis,486,15,0,103,1154,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,500,20,211,242,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,499,15,0,103,1154,1500
Xaxis,478,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,500,20,223,231,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,503,15,0,103,1152,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,477,-29,0,112,200,1500
Gdata,497,20,236,62,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,501,14,-8,99,1145,1500
Xaxis,493,-7,0,101,923,1500
Zaxis,491,-29,0,112,200,1500
Gdata,479,20,252,296,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,500,14,-8,99,1149,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,492,-29,0,112,200,1500
Gdata,494,20,-13,500,2878,400
Attit,473,0,0,-87,0,1500
Yaxis,499,14,8,106,1152,1500
Xaxis,495,-7,0,101,922,1500
Zaxis,493,-29,0,112,200,1500
Gdata,491,20,-40,511,2878,400
Attit,491,0,0,-87,0,1500
Yaxis,484,14,8,106,1153,1500
Xaxis,492,-7,0,101,923,1500
Zaxis,494,-29,0,112,200,1500
Gdata,495,20,211,252,2878,400
Attit,496,0,0,-87,0,1500
Yaxis,499,15,0,103,1154,1500
Xaxis,477,-7,0,101,923,1500
Zaxis,495,-29,0,112,200,1500
Gdata,495,20,223,235,2878,400
Attit,495,0,0,-87,0,1500
Yaxis,503,15,0,103,1153,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,480,-29,0,112,200,1500
Gdata,493,20,236,219,2878,400
Attit,495,0,0,-87,0,1500
Yaxis,503,15,0,103,1152,1500
Xaxis,492,-7,0,101,925,1500
Zaxis,492,-29,0,112,200,1500
Gdata,476,20,76,735,2878,400
Attit,496,0,0,-87,0,1500
Yaxis,503,15,16,109,1170,1500
Xaxis,489,-7,0,101,928,1500
Zaxis,499,-29,0,112,200,1500
Gdata,488,20,114,103,2878,400
Attit,476,-1,0,-87,0,1500
Yaxis,501,16,8,106,1163,1500
Xaxis,491,-7,0,101,925,1500
Zaxis,501,-29,0,112,200,1500
Gdata,491,20,17,346,2878,400
Attit,493,-1,0,-87,0,1500
Yaxis,486,16,-16,96,1158,1500
Xaxis,490,-7,0,101,924,1500
Zaxis,499,-29,0,112,200,1500
Gdata,491,20,237,174,2878,400
Attit,488,0,0,-87,0,1500
Yaxis,501,15,-8,99,1159,1500
Xaxis,474,-7,0,101,924,1500
Zaxis,492,-29,0,112,200,1500
Gdata,491,20,234,325,2878,400
Attit,490,0,0,-87,0,1500
Yaxis,509,15,8,106,1161,1500
Xaxis,489,-7,0,101,924,1500
Zaxis,477,-29,0,112,200,1500
Gdata,491,20,242,268,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,506,15,8,106,1161,1500
Xaxis,490,-7,0,101,923,1500
Zaxis,490,-29,0,112,200,1500
Gdata,480,20,254,240,2878,400
Attit,487,-1,0,-87,0,1500
Yaxis,506,16,0,103,1162,1500
Xaxis,494,-7,0,101,922,1500
Zaxis,495,-29,0,112,200,1500
Gdata,490,20,-12,495,2878,400
Attit,472,0,0,-87,0,1500
Yaxis,509,16,0,103,1163,1500
Xaxis,497,-7,0,101,922,1500
Zaxis,496,-29,0,112,200,1500
Gdata,499,20,-41,519,2878,400
Attit,491,0,0,-87,0,1500
Yaxis,487,16,0,103,1164,1500
Xaxis,498,-7,0,101,923,1500
Zaxis,496,-29,0,112,200,1500
Gdata,498,20,211,263,2878,400
Attit,489,0,0,-87,0,1500
Yaxis,502,16,0,103,1165,1500
Xaxis,478,-7,0,101,923,1500
Zaxis,494,-29,0,112,199,1500
Gdata,494,20,223,251,2878,400
Attit,488,0,0,-87,0,1500
Yaxis,500,16,0,103,1163,1500
Xaxis,496,-7,0,101,924,1500
Zaxis,477,-30,-8,115,199,1500
Gdata,490,20,236,237,2912,400
Attit,491,0,-1,-87,0,1500
Yaxis,500,16,0,103,1162,1500
